spotify_id,deezer_song_id,msd_song_id,msd_track_id,valence,arousal,artist,track,dataset_split
2iJ2chkHq8r49iLYNvyDUj,1175670,SOFKKXR12AAFF4068F,TRIMQJX128F92FABD4,0.373325221,-0.923150666,Don Williams,I Recall a Gypsy Woman,test
6O4c7mxW1ak3ciGBDuJFrF,1175824,SOEQLQK12A6701F9CA,TRJUZQW128F93224D1,0.793562292,1.040421836,G. Love,Booty Call,test
6j10lrH574XEibV9Ov5z2i,1175825,SOOAICR12A6702036C,TRTREJO128F4272496,0.373325221,-0.923150666,G. Love,Give It To You,test
2E7IBSQtEFRoLkra03o7sc,1175833,SOTZHKD12AF72A075E,TRNUWLH128F42724A4,0.373325221,-0.923150666,G. Love,Stone Me,test
3SvUKBhlDHO7F7Nezk2mBO,1176032,SOJVYIK12A67ADBACE,TROXFZG128EF3434AE,0.594359005,-0.130346745,Robin Thicke,Would That Make U Love Me,test
53RntzfSSAcUSUU94JXxW9,1176034,SOIWIYW12A8C13D977,TRKXOWA128EF3434B2,0.594359005,-0.130346745,Robin Thicke,Ask Myself,test
0ZOI05MZVGI5tu5sKAQF11,1176219,SOGVXXE12A6D4F7596,TRUURWL128EF35E280,0.815392789,0.662457176,Feist,Past In Present,test
7yqu6u3PCzbp0pehCboh4M,1176220,SOIVOCC12A6D4F6EEC,TRJTXZC128F4286170,-0.162886366,0.148517425,Feist,The Limit To Your Love,test
4uKjVrQXOrUGufoxRUqU24,1176856,SOPTRXB12A670207FA,TRAKZTG128E078F7BE,1.178324805,1.183310915,Chely Wright,Jezebel,test
2SKsX3Z72wvOF4XBtPCsMy,1178334,SONNZFN12A8AE479C8,TRBAVCA128F42389BE,0.373325221,-0.923150666,Pliers,Bam Bam,test
65OIUaPGPxuSa4RWesTD7B,1180534,SOZNDQC12A58A7CEB7,TRMBWIG128F149CB4B,1.071901131,0.846830181,Lucinda Williams,Words,test
39a9h3w0tQwITr64bPZF8h,1180990,SOGAMUX12AB01822D6,TRIDJLY128F93160C1,-0.170618001,0.527250306,Nine Inch Nails,The Good Soldier,test
7IXTWRbbaAOEUUBS4ivkPk,1181002,SOBDRKJ12A8C13E601,TRKWATM128F429DDE5,-1.425507747,-0.375562841,Nine Inch Nails,Zero Sum,test
4W9OyJEejYq5Tq2me1mQvG,1182381,SOINAYV12A6D4F8F0F,TRKCGLG128F149CB3E,-1.040199472,-0.065816193,Lucinda Williams,Learning How To Live,test
5jcpSqk5CiluYUKkmeQAY9,1182385,SOPUZGJ12A6D4F8F13,TRWGQSO128F149CB43,-1.700572012,1.842444407,Lucinda Williams,Come On,test
4EzJfzh6b0dZweTHkSR17E,1182387,SOBFMDQ12A6D4F8F16,TRSWIQK128F149CB46,0.57525732,-0.3423757,Lucinda Williams,Rescue,test
5uHAXTtSkAaD8nWda89OMY,1184425,SODZIBG12A8C13F4F3,TRAEZLQ128F427F954,0.010393205,-0.345832694,Snow Patrol,Chasing Cars,test
4hAyzATUQWRzyqdpl7TsqS,1401640,SOSSMKO12AF72A9B9A,TRUHUTY128F4257577,0.373325221,-0.923150666,Liv Kristine,Deus Ex Machina,test
2xVcjS6aMWGkzB6C8YJW8u,1401648,SOTXOOA12AF72A9B95,TRSJVMF128F4257578,-1.056572345,0.736206378,Liv Kristine,In The Heart Of Juliet,test
0LSqr0J1CKRbhRXkiQz6nT,1401669,SOGYBDY12AF72A014C,TRZHGIW128F425757A,-0.341623562,-0.093472144,Liv Kristine,Waves Of Green,test
4agRlL2HuliFJ64nREK9ST,1543265,SOTUGMG12A8C133285,TRFCYLA128F424409D,-1.056572345,0.736206378,My Dying Bride,The Fever Sea,test
7dbocmB3aPOCTm50hYJL9o,1543443,SORSTEL12AF72A18D7,TRPUKOU128F422AD8A,-1.196287527,-0.150627775,My Dying Bride,A Kiss To Remember,test
5BZhtCr6K9rh3WesoUbBcU,1561099,SOIMAUS12AF72A9F00,TRFGJZT128F426758D,0.766274171,-2.112356547,Atlanta Rhythm Section,So Into You,test
7re1yRjy442DIAIVUgCaBN,1562578,SODTDZC12A6D4F62CD,TRRPVBS128F145FD40,0.815392789,0.662457176,Teena Marie,Revolution,test
1dgRDWKetY9JkDkvI64fLD,1567845,SOCAKHR12A58A7AE39,TRGNMTD128E078884F,-0.985623229,-0.382323185,Rise Against,Life Less Frightening,test
7wwK7Qvt8Q66kE9xSY5yD2,1567848,SOQTAYJ12A8C141FCD,TRBZUQZ128F42B4594,-1.935249857,-0.655809809,Rise Against,Paper Wings,test
5QuwrDhvWH3DS72JpugedD,1567850,SOWASXJ12A6701E2D3,TRPTDDW128E0788851,-1.700572012,1.842444407,Rise Against,Blood To Bleed,test
6zGYgdYuUGclLKOhKdAve4,1567862,SOQHWMN12A6701E2D9,TRAWRKT128E0788857,0.164571092,-0.552099993,Rise Against,Swing Life Away,test
5LBoiIPvgirvBi37QFSNem,1571374,SOSJROR12A6701C15E,TRZCLIL128E0789A6D,-1.487724664,-0.360813001,Lil Jon / The East Side Boyz / Nas / T.I. / Bun B / Ice Cube / Jadakiss,Grand Finale,test
2I5ysSQtVpxe1jMRSYbEob,1576210,SOUIVLG12A6D4FAC6D,TRMAIHM128F148C3BD,-1.602334775,-0.983071892,Lucinda Williams,Greenville,test
6M8lJpnwuex8AiSe45tfTI,1576222,SODNYXG12A6D4FAC69,TRCIHFM128F148C3B9,-0.483521794,0.594853741,Lucinda Williams,Car Wheels On A Gravel Road,test
1CvX8bTKfBDVmQNM7TJ5PE,1576236,SOKHEDX12A6D4FAC70,TRRTMZT128F148C3C0,0.815392789,0.662457176,Lucinda Williams,Can't Let Go,test
5g3VabvruOJQhXuBkwQIiu,1579660,SOTXJVK12AF72A6537,TRRZTZN128E0792633,-0.510809915,-0.111909444,Primus,Mrs. Blaileen,test
7ez1bkgnF7oaFYw6jRq8y4,1579681,SOUDIAF12873FD5545,TRCTKZC128E0792658,0.373325221,-0.923150666,Bilal,Soul Sista,test
1nnA8OjgrmZSBLx3Yxtxxo,1579755,SOMPOMF12A58A78C1D,TROOENQ128F1477260,-1.056572345,0.736206378,Gene Clark,The Virgin,test
2aqJD8HkfHyLloEKRVDFHi,1579756,SOBVPZE12A679AE59B,TRQXRRH128F1477261,-1.048385908,0.335195092,Gene Clark,With Tomorrow,test
7F6q8UaGV7lxnhw7GJ9UDq,1579763,SOZUZVY12A6D4F8C98,TREVCRI128F1477268,0.373325221,-0.923150666,Gene Clark,1975,test
5TLa607d9865kzmNvyHMlm,1579768,SOSTAAT12A679AE5ED,TRUHCER128F147726D,-1.056572345,0.736206378,Gene Clark,Winter In,test
6GHRs1M76XHEKltsisL0W8,1582834,SOSVHEQ12A8C140BEF,TRWWZHT128F92F113B,-1.048385908,0.335195092,Rainbow,Catch The Rainbow,test
6o3olgGMorQ3PeZYTF4dVQ,1583138,SOPQIUX12A6D4F8BFC,TRUOFOW128F14772F8,1.541256821,1.704164653,The Wailers,Put It On,test
5dpTmatCPeouLQhSWAUgC0,1583395,SODOSBV12AB018138F,TRFCWIP128F932095C,1.071901131,0.846830181,Joan Baez,Blowin' In The Wind,test
5yt0yTMQp0lMBzVdDIXaCa,1632896,SOXRYHO12A8C13A01A,TRHRWWR128F42691C9,0.815392789,0.662457176,SINERGY,The Bitch Is Back,test
5EQHzcXky9vDPPFC41tUjt,1632903,SOPZIJJ12A8C13B09F,TRMXCJK128F429120C,-1.727860133,-1.10752367,SINERGY,Laid to rest,test
3k0uIRFB6AdrDRPBbczxom,1836666,SOZGLIZ12A58A7AA87,TRXMQNR128F427BD7B,-0.917792756,-0.190926446,My Dying Bride,The Scarlet Garden,test
1piuEFycD5iSfS1sfDmz46,1962294,SOCBWRZ12A58A7DC9D,TRSENJG128F428193F,-1.100233339,-0.007431408,My Dying Bride,I Cannot Be Loved,test
39RVC5GPWG2l4GC4e3MGzb,2069322,SOPJEYH12A8C141577,TRYTRVH128F42AD919,-1.59005512,-0.42303889,My Dying Bride,Roads,test
3II6ourkNaSIJSRD0mW2zB,2112977,SOJXSCL12A6310DF91,TRPRQFW128C719682A,0.373325221,-0.923150666,India.Arie,Nature,test
19FtKTVGieizLjXzzHkTo3,2112985,SOZWVZW12AF72A0E04,TRYJZEY128C7196832,0.032223702,-0.51292073,India.Arie,Beautiful,test
7LczNODRO3or6IDXbd9sSU,2112987,SOVYLFF12A6310DF96,TRGSRRF128C7196834,0.815392789,0.662457176,India.Arie,Wonderful,test
5R6bRLwPyEj7LLMSJW766C,2113424,SORBFSM12A8C13FEF4,TRITVUB128F42B81FF,1.541256821,1.704164653,Miley Cyrus,Girls Just Wanna Have Fun,test
55rJgg2bBWvumXthnQC4ym,2113431,SOSEKZA12A8C13FF24,TROGBBW128F42B820B,-1.809724498,0.533396073,Miley Cyrus,Goodbye,test
7JBCW4BKc527uWTFB5G5T2,2122958,SONBNRU12A8C143B04,TRNEGJB128F92C70A7,-1.935249857,-0.655809809,The Gabe Dixon Band,Ever After You,test
4euHubCfY9io4C5vT1V21f,2123983,SOSQCCX12A67ADE622,TRFPAQP128F425FE22,-0.472606545,-0.32578213,Ladytron,Beauty*2,test
5LW3ymO7giwylLKkQCIx8P,2124062,SOIHLCZ12A8C13E700,TRQKBNJ128E0788E7E,-0.888477517,0.494677742,Nine Inch Nails,All The Love In The World,test
53ruSlNAWjWXe5HGCQozGc,2124064,SOSKBIN12A6701C52C,TRKFKTD128E0788E80,-1.112512994,0.803041592,Nine Inch Nails,The Collector,test
0NG0mlVov5YoFOrBHLrs6h,2124067,SOTYRRB12A58A7DFE0,TRUACML128F146E3E9,-1.167544039,-0.018698647,Nine Inch Nails,Every Day Is Exactly The Same,test
2WRhZnwW9gPfP4BmP1tUWw,2124069,SOPRHZX12A58A80211,TRQLDTJ128F146E3E7,-0.932866194,0.997401468,Nine Inch Nails,Only,test
6RLLJI6K6C8C0S99u3vXRA,2124071,SOJTMZF12A6701C533,TREPOJF128E0788E87,-0.674538644,-0.084253494,Nine Inch Nails,Sunspots,test
1dc18iNBY8FBpiHzgdMaZM,2124072,SOFKTYP12A6701C534,TRHWTUB128F428E74F,-1.004724914,0.869876806,Nine Inch Nails,The Line Begins To Blur,test
2lCNAzVSJUW3a6Xix0kLC4,2124074,SOUDXOX12A6701C538,TRMVTTA128E0788E8C,-1.25100021,-0.305501099,Nine Inch Nails,Right Where It Belongs,test
3EU6O8GJs1603ZEAHy9tIz,2125081,SOYBAIN12B0B8066F3,TRAAYBP128E0792605,-0.510809915,-0.111909444,Primus,Bob,test
5QiCKFsQ9Qo67g0UV1FNxX,2125529,SOVEQTZ12AF729B427,TRVLJSG128E078A1BC,1.071901131,0.846830181,Texas,Insane,test
5XpSJm6P9IxUm65BWZNiEd,2140395,SODGPEH12A5829123F,TRFOOXP128F92F5349,0.373325221,-0.923150666,The Streets,Has It Come to This,test
1TAKyd0yb2afT1X0obFBoV,2150306,SOFGCLQ12A8C1410D2,TRGBLTS128F42B8B80,-0.308877816,-0.102690794,Apocalyptica,One,test
6EOMC65wGgAw3FbFAK1OPG,2153169,SOSKZTL12A6701C885,TRLLYZQ128E07917EA,0.815392789,0.662457176,Semisonic,Bed,test
7bCEIjJxyFxAAkBjCux3pn,2153170,SOFULIB12A6701C886,TRCYKOV128E07917EB,-0.333437125,-0.494483429,Semisonic,Act Naturally,test
1sJXNFX0TzoNq2xmYQlKZ1,2153171,SODOAYJ12A6701C887,TRJYDRW128E07917EC,0.373325221,-0.923150666,Semisonic,She's Got My Number,test
4GBV8weyqSRM4kqgLZtFzR,2153172,SOOMPCJ12A6701C888,TRXGOJP128E07917ED,-0.180623645,-1.199710173,Semisonic,Follow,test
51hXQoOkvTJKH4xkeeUrVF,2153177,SOMLUZO12A6701C88D,TRQPTBW128E07917F2,1.541256821,1.704164653,Semisonic,Get A Grip,test
3sdUBZUSveyyc19kTwTsGJ,2157587,SOLYNAP12A6D4FB925,TRIZQKK128F149209B,-1.056572345,0.736206378,Walker Brothers,I Can't Let It Happen To You,test
66V4g0Ee5fWeIS98PtsIff,2164602,SOVSZGD12A67ADA823,TRQTFRI128F146E0E5,0.815392789,0.662457176,The Streets,Hotel Expressionism,test
6F7suVc5ExaVarMEt5r2i8,2164609,SOLPQGC12A58A7DC13,TRJDXWA12903CDA41A,0.373325221,-0.923150666,The Streets,On the Flip of a Coin,test
6aRQ1JhrPeLVxzwXWSRfKT,2164793,SOFVUHW12A8C133115,TRZKOQI128F4271768,-0.951967879,0.05402626,Lykke Li,Hanging High,test
1gQRVhKpfSLBZ3ODemMF03,2171486,SOWGDQR12AB01894BB,TRZVDGR128F934C004,0.815392789,0.662457176,Tom Petty And The Heartbreakers,Refugee,test
7jc7XO95ATQwpS3OzHM3Vm,2171505,SONIJFN12A6D4F7A7A,TRUXLWW128F14567C4,1.262917982,0.846830181,Tom Petty And The Heartbreakers,Learning To Fly,test
0tDFhqcce3avKExvINYTns,2171508,SOLFDCM12A6D4F7A7C,TRACNAS128F14567C6,-1.487724664,-0.360813001,Tom Petty And The Heartbreakers,Mary Jane's Last Dance,test
6RihyObicica5b2MRiPHWw,2175358,SOAKGYN12A6D4F9751,TRJWKZZ128F148B0E9,-0.81279846,0.321367117,Matt Nathanson,Sad Songs,test
6Sbn1kAYOfyiGuakWPjQbf,2175359,SODZCDQ12A6D4FC7D9,TRCHNOM128F4218D9B,0.262808329,0.24300859,Matt Nathanson,I Saw,test
1h7ucTf1R1bgXoaEywm5II,2175362,SOYZRPO12A8151B8B9,TRHAQEX128F421F6D4,-0.371640496,0.307539142,Matt Nathanson,Pretty The World,test
5vN3izhhXMCv5fnMp6P00v,2175363,SOTSXKU12A58A7B347,TRREFRL128F4218DA5,0.189585203,0.822247113,Matt Nathanson,Curve Of The Earth,test
0V16k8F6J8U76fnf1jbqxs,2175364,SOUPWMO12A8151B8C7,TRGQXQX128F421F6DA,-0.439860799,0.192306014,Matt Nathanson,Bent,test
0jB1f6Ub7y0IdcMpApb5B7,2175365,SOXYWIK12A6D4F9757,TRPANYC128F148B0F0,-1.318538311,0.957453984,Matt Nathanson,Lucky Boy,test
2DDBGX5qlbBRZsAqAWfILT,2176947,SOKZUYD12AF729AEB1,TRISFHL128E079237C,0.878155469,1.708773978,Smash Mouth,Who's There,test
21hXDaGtCcIn6HEK9fuNUI,2176957,SOKLGOZ12A6701FDA5,TRUHWZB128E0792386,0.815392789,0.662457176,Smash Mouth,Fallen Horses,test
70qukIIDs1mXCUa70yvgSf,2176958,SOFZZTL12A6701FDA6,TRGREFL128E0792387,0.815392789,0.662457176,Smash Mouth,Defeat You,test
5bKpMVcyVcHyzGCCc0CM8V,2176960,SOLPTSH12A6701FDA8,TRJXNMN128E0792389,-1.771521128,-1.282678025,Smash Mouth,Home,test
4v1SF0k2MoA1kEMjezyQEG,2183122,SOSFIUU12AB0181DFE,TRLMFHM128F9316B62,-0.867374703,-0.548258889,Lamb,Trans Fatty Acid,test
6SeHE4zMY1LcwhHFEA6viE,2184201,SOUZSLE12A6D4F6D70,TRVDXJD128F1463588,0.032223702,-0.51292073,Lamb,That Thing (Open Up),test
22AjBtqbd7Wqrz0HXtnso5,2191493,SOXNVLP12AB0180A6A,TRPHHVK128F932A9F2,0.449731961,-2.075481946,Tift Merritt,Trouble Over Me,test
7ATgnw1urKkwooJVP1hvSQ,2191502,SOSOVDG12A6D4F8A0D,TRQDXQB128F146E6F2,0.766274171,-2.112356547,Tift Merritt,Are You Still In Love With Me?,test
2QZzGqAfKnx8eJvsBcS6uA,2228232,SOKPTMZ12A6D223C06,TRFXDYU128EF3515C4,1.541256821,1.704164653,The Beautiful South,You Keep It All In,test
7znkW251qRP2SQvOu5wdx0,2228233,SOTTUEX12A6D4FBE7E,TRCCMZW128F425C20F,-1.935249857,-0.655809809,The Beautiful South,I'll Sail This Ship Alone,test
3Ai3wivTUgMp7ZF5fYfxwq,2228237,SOGVZIV12A6D223BFE,TRLECIB128EF3515BB,-1.040199472,-0.065816193,The Beautiful South,Old Red Eyes Is Back,test
0Mg3mK2AMV19EqjGA7qBou,2228238,SOVZSKQ12A58291A78,TRPODTE128F145A5B1,1.399358589,1.39533987,The Beautiful South,We Are Each Other,test
2CQQrFEuqxQBnzC3SxEl9m,2228241,SOCGOAR12A6D4F5EA3,TRUUASS128F145A5E8,1.187875647,1.169482939,The Beautiful South,Good As Gold (Stupid As Mud),test
2BVrRtUDdDDZKNwNdStJwI,2228243,SOQOTPA12A6D4F5EB9,TRPDVWE128F145A5EA,0.373325221,-0.923150666,The Beautiful South,Prettiest Eyes,test
2gdHEuVELyh1R79jnSaZeE,2229884,SONEPPU12A58A7EB97,TROLSBW128E0792A43,-0.761860633,1.347710177,Hole,Celebrity Skin,test
33K8jsgzTQY6yPEzFuNwtT,2229886,SOHZZBZ12AB0187E7A,TRFXZBQ128E0792A45,-1.487724664,-0.360813001,Hole,Hit So Hard,test
5NSqimcrZ40taoP9FuvqVF,2229887,SOELUEY12A8AE4853E,TRBYVLR128F4235AF7,0.225969365,0.631728342,Hole,Malibu,test
4bG2YNDNMn7etGcyYh0LJ5,2229888,SOMAGJI12A6701F68B,TRPELZW128E0792A47,-1.935249857,-0.655809809,Hole,Reasons To Be Beautiful,test
6aWnpoOd7e9Nt6u3Wvo1CW,2229889,SOIIMQY12A6701F68C,TRLYYFO128E0792A48,-1.085224872,-0.022027605,Hole,Dying,test
1tcSfQSsBqMbB6aFK5cw9P,2229891,SOUXKQF12A6701F68E,TRNGHYW128E0792A4A,-1.487724664,-0.360813001,Hole,Northern Star,test
4cfsHkIFzUlvNvizZ5xwog,2230232,SOVDFAX12A670215E8,TRRXSLG128E07913B5,-1.727860133,-1.10752367,Lucinda Williams,Drunken Angel,test
1VXLjYwzef3bPl7YNavPcx,2230239,SOGEVXS12AB017DACB,TRIYNWS128F92F2832,-1.487724664,-0.360813001,Lucinda Williams,Still I Long For Your Kiss,test
5Vlt88F6kdJ3oDAYkj2bzj,2230701,SORZAZH12AF72A5FBE,TRWZBQR128E0791AE5,-1.344007225,0.004860125,Nico,The Fairest Of The Seasons,test
6Pea1VP6hbmKu780B6AxSA,2236298,SOQIDYH12A6D4F79EA,TRAWTGS128F14569A8,-1.400402676,1.538228949,Leona Naess,Chase,test
2sTqRmP73Z5gYmQqjhM202,2236304,SORINGZ12A6D4F79EB,TRFPAAD128F14569AA,0.815392789,0.662457176,Leona Naess,Lonely Boy,test
78PRjc3sXvkvYd6hVywfFV,2236310,SONEBOT12A6D4F79ED,TRKEXWD128F14569AE,0.373325221,-0.923150666,Leona Naess,Chosen Family,test
2m9XSw3qr51LBUHR15T9N3,2236315,SOPXUFA12A6D4F79EE,TRTRFCP128F14569B0,0.804477541,0.289101841,Leona Naess,Comatised,test
0xyBRty4hvazleptOgjXKf,2236319,SOFCBYA12A6D4F79EF,TRXAUCW128F14569B2,0.815392789,0.662457176,Leona Naess,All I Want,test
7HXeIPrNFNJOZZdRjsMKWT,2236323,SOYLJFA12A6D4F79F0,TRYNPUX128F14569B4,-1.056572345,0.736206378,Leona Naess,Northern Star,test
0AhFeqtGNXuy6llCxrgLIL,2237095,SOJQLCS12A58A7BD6E,TRPNNRQ128E0792D09,1.541256821,1.704164653,Stevie Wonder,Treat Myself,test
4Q88Klzk6PBJKml1P2mEHD,2237111,SOQYTIC12A6D4FB48F,TRJPSHT128F14964DC,1.541256821,1.704164653,Stevie Wonder,Cold Chill,test
54MqGMkPFJKAQeiMnAJjOS,2246295,SOZFFOC12A58A77F0C,TRJQMCI128F92E3F86,0.116816879,-0.132190475,Slowdive,Altogether,test
4gkW2cJPSz6pWApqfbQ7IV,2246297,SOHGXUU12A6D4F4061,TRDJIDZ128F92E3F92,-1.040199472,-0.065816193,Slowdive,Dagger,test
3ugUwXpN8qBDTDrRzlkjjM,2253492,SOKNBWG12A58A7D0C8,TRMGVXA128F147A025,-0.68272508,0.316757792,AFI,Prelude 12/21,test
55BYnMUhDNtRo4HLvay6hk,2253495,SOPXTAX12A6D4F573B,TRAKQXJ128F147A028,-1.394945051,0.427381595,AFI,Summer Shudder,test
7GmwYs2joF0VW2Y0AKWXmu,2253497,SOMWFZU12A6D4F573C,TROHUDY128F147A029,-0.657256167,-0.055061101,AFI,The Interview,test
5MYVcd0UAVgNV62d5TTuot,2253499,SOJWBYS12A67AE17A1,TRZFPUI128F147A02A,-1.040199472,-0.065816193,AFI,Love Like Winter,test
56ntgQqUyxyb9LqomXFp4u,2253506,SOFQPEQ12A6D4F5741,TROMMET128F147A02F,-1.605973191,-0.225606131,AFI,37mm,test
31CBdagTF4Euyhd0hNGfqB,2256035,SOKPOJE12A6D4F77B7,TRDVXHJ128F145FB4C,0.373325221,-0.923150666,Dru Hill,She Said,test
57F0oeXarNb5nb2iLJNM5d,2262256,SOCGYZA12A6701C4E8,TRGBJCG128E078FD99,0.373325221,-0.923150666,Freak Power,The Whip,test
5NdBQvuwHez9TDOVAxVj7V,2267839,SOJAWQA12A67020AF7,TRXKGDQ128E078F653,1.071901131,0.846830181,K-Ci & JoJo,This Very Moment,test
5fwelxllkT6VmviwZRsbUs,2270470,SOASIRD12A6D4F90A2,TRJGMXF128F1459CB7,-1.935249857,-0.655809809,Lucinda Williams,Steal Your Love,test
3nKtaPDtkxI3kjLvIuUylD,2270473,SOXWOAK12AF72A7AC5,TRMVIHQ128F1459CB8,-1.056572345,0.736206378,Lucinda Williams,I Envy The Wind,test
24Jug1M7V7Waga2nF7Y41a,2270484,SOULAUO12AF72A20D9,TRYXRCW128E0789655,-1.040199472,-0.065816193,Lucinda Williams,Reason To Cry,test
746G83lO05hExiIvBS4gnx,2270489,SOKWDUL12A6D4F8982,TRTMOIN128F1459CBF,-1.048385908,0.335195092,Lucinda Williams,Bus To Baton Rouge,test
7a0B1Sgijt2U7M1vD1VYpy,2279320,SOPHNBV12A8C143E96,TRNGCYV128F92E353A,1.142850247,1.07115067,Snow Patrol,You're All I Have,test
5GL3l1frN9kfc6Ay1JgL7k,2279325,SOHQFLV12A6D4F863A,TROXHEA128F146EC58,-0.396199805,0.076414411,Snow Patrol,You Could Be Happy,test
1WcQmS1l7eo185uxXgrAD8,2279326,SOOUAFG12A6D4F863B,TRECJOA128F9321193,-0.744274955,-0.134443923,Snow Patrol,Make This Go On Forever,test
2iBFfQPx6t5JWPMBdYV60U,2283148,SOQQLNE12A8C135EDE,TRWAROD128E078FA19,-1.700572012,1.842444407,Godsmack,Releasing The Demons,test
42gqMN6JGPxz5U6vOP7c0T,2283150,SOFXPYS12A6701DFB2,TRRNPJB128E078FA1B,-1.550487344,1.690336678,Godsmack,I Am,test
1VLuXeMDR022bBHxxxL4FT,2285305,SOCULWN12AB0183740,TRHRKNZ128F92FE844,0.438816713,0.766935212,Butterfly Boucher,Life Is Short,test
5TievPyHiqSBtmYnMy4uTO,2285311,SOSTLHI12A6701ED6F,TRDDBSO128E0792143,1.541256821,1.704164653,Butterfly Boucher,Soul Back,test
71LcWnyxfBthYwUeKmtSJM,2285315,SOKRFDW12AB017F8B8,TRROGOY128F92FE85C,0.984579142,-0.010504292,Butterfly Boucher,Busy,test
6liYbEyIgTzNnWQU6kQxqH,2285318,SOSAGRS12A6701ED75,TRIQCXY128F92FE864,1.039155385,0.717769077,Butterfly Boucher,Never Let It Go,test
2kjnIBg6VSrosC45ub30K4,2285319,SOWGMGY12A6701ED76,TRHBUJX128E079214A,0.678952182,-2.333604153,Butterfly Boucher,Drift On,test
4GLlpcm0nYbReQpP5zlgrN,2285611,SOOHIJG12A58A8137B,TRPUBBE128F1463D66,0.594359005,-0.130346745,Lamb,Little Things,test
7bPPUHTrcGaIEYRCOu0nkY,2285621,SOFFZMG12A6D4F8599,TRFDHIV128F1463D6B,0.373325221,-0.923150666,Lamb,Alien,test
08RaGeefYIjolMKTVGDYNt,2287640,SOWOWMJ12A8C143D92,TRFPERC128E07929F4,0.196862035,0.032516076,Lisa Loeb,Dance With The Angels,test
2qm4rngoPLxYkGtxxIFHUE,2290492,SOENZJN12AB0187E11,TRCZSUW128F14599B9,0.373325221,-0.923150666,Semisonic,The Prize,test
1yVRnCEy5qXzwwaWaq4NB9,2293289,SOYHIKZ12A6701EA4F,TRBAOEI128E0791711,0.373325221,-0.923150666,Tom Petty And The Heartbreakers,All Or Nothin',test
6ooNBitKpgVUAxNe7JAXG3,2294576,SOUELTK12A8C13831E,TRNZGLB128F4263CE1,0.373325221,-0.923150666,Musiq,Time,test
4R5foBLET9ahZ0rWhXVDTr,2296782,SOSCDWE12AB01823C4,TRNADKK128F92E01CB,0.995494391,0.542614723,Snow Patrol,Crack The Shutters,test
59e08pOG6nybSYlbAEaqR4,2296783,SOEVTJA12AB017BDC7,TRYFAJE128F92E0219,1.178324805,1.183310915,Snow Patrol,Take Back The City,test
0tDSbkYMiJPljH6b4rmWye,2296784,SOQNOCT12AB017A90E,TRNGYJH128F931B4CF,0.678952182,-2.333604153,Snow Patrol,Lifeboats,test
0dOJkq5JlEgqQiZZeB41mq,2296785,SODDBVT12AB017A915,TRMIHFB128F92E01CE,0.411528591,-1.499316306,Snow Patrol,The Golden Floor,test
5NrAMkl6U4hSKZL1TgckoX,2296786,SOTTPZH12AB017A918,TRNDXMH128F92DCF58,1.541256821,1.704164653,Snow Patrol,Please Just Take These Photos From My Hands,test
3L1fEX7qj4lbxLn2s2XOjx,2296788,SOUQVWB12AB0181B6F,TRWQQPR128F9319F0C,-1.056572345,0.736206378,Snow Patrol,The Planets Bend Between Us,test
1rERCOiL17Ouhs8GdCB6bt,2296791,SOSRIAT12AB017A92E,TRHPKWO128F92E01D5,0.373325221,-0.923150666,Snow Patrol,The Lightning Strike,test
4Gr92Cjkulhs9HFXGk6l8J,2300724,SOZVQTR12A67ADE67B,TRMDBEE128E0798845,0.032223702,-0.51292073,Bloodhound Gang,Something Diabolical,test
1Z6L9PUOIUny0mxCfrOl0G,2300764,SOCNPYC12A58A7BA5C,TRHMFTY128E0798841,-1.700572012,1.842444407,Bloodhound Gang,I'm The Least You Could Do,test
4PjvAns3bYVFHjNSCB91R0,2302982,SOCOGWU12AB017F6F4,TRMRZAS128F92F2645,0.815392789,0.662457176,Teena Marie,Square Biz,test
2iKqSYGyAOuTOfoOVirwqG,2304672,SOOBYZM12A58A7D5D7,TRJJBRX128E0792355,0.940918148,2.755090781,Smash Mouth,Let's Rock,test
5OEdBlFZUkxpFdXK2P9Ahm,2306033,SOLSDSH12A58A792A9,TRTUXUW128E0791738,0.957291021,0.390506994,Steel Pulse,Soldiers,test
5hJDhLp26hPFOGPuCAOTox,2315498,SOONWBH1280ED4F2F0,TRGPEWP128F149F30A,-1.07567403,-0.388468952,Marilyn Manson,Godeatgod,test
1QbcoH3XFMPqZyfwyfo1iD,2315513,SOPYKIJ12A8C13EFAE,TRUKTTU128E07925B5,-1.223029886,-0.383859627,Marilyn Manson,Target Audience (Narcissus Narcosis),test
5wi3XG1Qj9TDxKsEHC0o1m,2315522,SOHHVFK12A6702162E,TRKNELV128F149F312,-0.625420025,0.173868713,Marilyn Manson,A Place In The Dirt,test
6hmPaMm8xaT0kbfgyavxRo,2315529,SOWCKAR12A670215F4,TRBDQDR128E07925BC,-1.48445009,0.179399903,Marilyn Manson,Lamb Of God,test
7zgaCNXiN8F1JPlFXtEffv,2315728,SOKBPXU12A6701FD57,TRBUIRO128F92D4689,0.373325221,-0.923150666,Deep Blue Something,Home,test
2VtLmI1Vl6RJH5WL0aPVvi,2328008,SOQAJWJ12A8C137EE6,TRGRDPK128F9317122,-1.209385825,-0.517530055,Godsmack,Mama,test
5RwNpisuZCqBuGbASRhOXM,2328009,SOZNIZU12AB0181896,TRUKDVL128F9317124,-1.935249857,-0.655809809,Godsmack,One Rainy Day,test
